seq_len,total,ratio
11,11,0.000
13,16,18.750
17,32,46.875
18,32,43.750
24,33,27.273
28,33,15.152
34,48,29.167
38,53,28.302
39,53,26.415
42,61,31.148
43,61,29.508
44,61,27.869
51,66,22.727
52,67,22.388
59,80,26.250
60,80,25.000
67,96,30.208
71,96,26.042
75,96,21.875
81,114,28.947
85,116,26.724
90,116,22.414
94,123,23.577
95,124,23.387
97,126,23.016
98,127,22.835
106,138,23.188
112,150,25.333
115,157,26.752
120,160,25.000
125,160,21.875
129,170,24.118
135,183,26.230
140,183,23.497
145,183,20.765
153,195,21.538
157,200,21.500
161,204,21.078
162,205,20.976
168,224,25.000
172,224,23.214
176,224,21.429
181,228,20.614
185,232,20.259
191,251,23.904
192,251,23.506
197,255,22.745
199,255,21.961
204,264,22.727
207,265,21.887
213,271,21.402
215,273,21.245
220,285,22.807
225,288,21.875
232,303,23.432
236,303,22.112
241,303,20.462
246,308,20.130
247,309,20.065
249,311,19.936
255,324,21.296
258,324,20.370
261,332,21.386
270,343,21.283
274,351,21.937
276,351,21.368
280,373,24.933
281,373,24.665
287,377,23.873
291,378,23.016
293,380,22.895
296,384,22.917
299,389,23.136
303,389,22.108
305,396,22.980
308,396,22.222
314,420,25.238
319,421,24.228
325,427,23.888
327,427,23.419
333,442,24.661
336,442,23.982
342,448,23.661
344,456,24.561
351,460,23.696
356,465,23.441
359,468,23.291
362,471,23.142
368,492,25.203
372,492,24.390
375,492,23.780
379,503,24.652
381,503,24.254
386,520,25.769
391,520,24.808
396,525,24.571
401,533,24.765
413,539,23.377
419,545,23.119
423,563,24.867
431,567,23.986
435,577,24.610
439,577,23.917
443,596,25.671
451,599,24.708
458,606,24.422
465,613,24.144
470,624,24.679
471,624,24.519
476,639,25.509
479,639,25.039
482,646,25.387
486,649,25.116
489,649,24.653
494,661,25.265
501,674,25.668
504,674,25.223
509,678,24.926
515,692,25.578
seq_len,total,ratio
11,11,0.000
13,16,18.750
17,32,46.875
19,32,40.625
35,41,14.634
38,52,26.923
41,52,21.154
46,71,35.211
50,75,33.333
54,75,28.000
58,75,22.667
64,94,31.915
67,95,29.474
72,99,27.273
77,100,23.000
85,119,28.571
89,119,25.210
96,135,28.889
101,135,25.185
108,136,20.588
110,136,19.118
112,141,20.567
114,143,20.280
118,158,25.316
120,158,24.051
126,169,25.444
131,179,26.816
135,179,24.581
140,194,27.835
142,195,27.179
148,203,27.094
153,214,28.505
158,214,26.168
164,224,26.786
169,224,24.554
174,237,26.582
178,237,24.895
181,237,23.629
184,244,24.590
189,258,26.744
195,269,27.509
199,277,28.159
202,277,27.076
207,277,25.271
