11,29.257,0
14,20.879,0
19,11.882,0
20,24.526,0
26,13.877,0
30,14.295,0
35,11.083,0
39,11.746,0
43,12.560,0
47,11.901,0
51,11.977,0
56,12.206,0
60,14.055,0
65,11.884,0
66,22.978,0
71,12.606,0
72,11.696,0
79,14.595,0
85,13.620,0
93,12.806,0
96,12.444,0
98,11.840,0
99,11.556,0
106,11.100,0
114,13.408,0
120,13.320,0
125,14.032,0
130,12.984,0
132,12.692,0
137,13.923,0
141,12.016,0
147,13.995,0
149,13.272,0
154,11.977,0
158,12.562,0
163,10.561,0
171,12.547,0
176,13.642,0
180,13.223,0
186,11.225,0
188,11.022,0
192,10.578,0
193,10.480,0
198,12.259,0
200,12.423,0
201,11.903,0
208,13.713,0
215,14.626,0
219,13.094,0
223,11.825,0
225,11.348,0
226,11.303,0
232,13.309,0
234,12.709,0
235,12.389,0
238,11.503,0
241,12.032,0
247,12.752,0
249,12.551,0
250,11.938,0
253,11.660,0
259,12.659,0
262,11.877,0
267,11.590,0
272,10.560,0
275,10.563,0
277,11.313,0
279,10.548,0
282,12.127,0
285,11.113,0
294,12.547,0
299,14.625,0
303,14.395,0
306,13.873,0
311,13.173,0
316,13.230,0
318,12.504,0
324,13.681,0
329,14.799,0
331,12.766,0
334,11.748,0
338,12.472,0
342,13.692,0
343,13.282,0
347,12.561,0
352,12.192,0
357,13.432,0
359,12.371,0
361,11.930,0
362,11.936,0
367,13.766,0
370,12.596,0
375,12.518,0
381,13.828,0
386,13.445,0
388,11.992,0
389,11.521,0
392,11.574,0
394,11.408,0
399,12.114,0
401,11.435,0
405,12.092,0
412,11.877,0
418,12.538,0
421,11.206,0
424,11.501,0
425,11.071,0
432,12.828,0
433,12.202,0
438,12.040,0
439,12.552,0
447,12.291,0
449,12.011,0
455,10.573,0
461,11.965,0
462,12.007,0
465,11.343,0
472,11.884,0
477,11.450,0
483,12.550,0
488,13.664,0
492,13.371,0
502,11.853,0
509,10.468,0
11,18.359,0
13,19.001,0
17,21.619,0
22,21.627,0
30,14.799,0
33,13.086,0
39,21.461,0
45,13.860,0
51,13.354,0
55,12.562,0
56,13.032,0
59,22.578,0
62,11.486,0
67,13.541,0
70,12.612,0
74,12.660,0
75,12.382,0
81,13.759,0
86,14.227,0
89,13.486,0
92,12.741,0
97,12.266,0
101,12.265,0
105,14.195,0
110,13.959,0
114,14.908,0
118,14.288,0
123,15.528,0
128,14.503,0
133,12.810,0
138,14.234,0
142,13.807,0
144,13.632,0
147,12.760,0
149,12.237,0
155,12.973,0
157,12.201,0
162,13.528,0
167,13.938,0
171,15.003,0
176,16.042,0
181,14.884,0
189,13.517,0
193,12.404,0
198,14.368,0
202,13.636,0
206,12.716,0
212,12.798,0
216,12.479,0
222,13.581,0
224,12.913,0
230,13.977,0
236,12.711,0
237,12.750,0
241,13.071,0
245,14.544,0
246,13.827,0
250,12.796,0
255,14.250,0
260,15.285,0
265,13.629,0
268,12.886,0
278,12.689,0
295,10.643,0
312,10.662,0
329,10.345,0
346,10.790,0
361,10.477,0
378,10.671,0
395,12.832,0
412,10.684,0
429,10.438,0
446,10.733,0
457,12.714,0
469,10.738,0
474,12.566,0
482,12.638,0
499,10.898,0
504,13.031,0
505,12.537,0
509,14.337,0
11,18.272,0
15,19.971,0
19,23.695,0
22,12.484,0
23,12.393,0
29,12.607,0
34,13.520,0
39,15.107,0
43,13.419,0
48,11.603,0
51,11.657,0
52,11.159,0
59,12.868,0
65,12.810,0
72,11.998,0
76,14.282,0
81,14.230,0
87,14.102,0
90,12.632,0
94,13.637,0
99,12.849,0
100,12.503,0
103,11.823,0
107,12.715,0
109,12.193,0
111,11.702,0
113,12.293,0
114,11.538,0
119,16.187,0
123,13.083,0
127,14.716,0
133,14.097,0
138,13.497,0
144,14.247,0
147,13.624,0
149,12.391,0
153,12.056,0
159,14.167,0
161,12.881,0
168,12.733,0
173,14.135,0
178,13.655,0
181,13.584,0
187,12.680,0
193,10.860,0
201,13.741,0
205,12.896,0
210,12.428,0
215,13.876,0
218,12.775,0
221,12.817,0
226,13.606,0
232,14.929,0
236,13.834,0
240,11.586,0
243,12.897,0
244,12.514,0
248,12.116,0
252,13.539,0
253,12.601,0
258,13.979,0
262,14.767,0
264,13.648,0
265,12.949,0
269,12.354,0
271,10.887,0
274,10.635,0
279,11.750,0
284,12.407,0
285,11.726,0
287,11.396,0
288,11.386,0
296,14.218,0
301,15.141,0
306,13.744,0
308,13.861,0
311,13.306,0
316,13.246,0
317,13.344,0
324,14.000,0
331,12.320,0
337,12.456,0
341,12.049,0
346,13.726,0
350,13.365,0
354,13.260,0
356,12.920,0
362,13.837,0
364,13.103,0
374,15.151,0
379,14.077,0
382,12.306,0
389,13.540,0
394,11.771,0
397,11.003,0
402,12.949,0
411,14.173,0
419,12.329,0
420,11.851,0
428,12.972,0
434,13.844,0
438,13.766,0
442,13.119,0
447,12.509,0
451,12.240,0
457,12.420,0
458,11.917,0
462,13.837,0
466,12.487,0
477,12.961,0
480,11.771,0
485,11.076,0
491,11.714,0
498,12.348,0
504,10.985,0
11,18.467,0
15,20.789,0
20,13.887,0
22,12.083,0
36,10.707,0
39,10.904,0
44,22.932,0
48,13.747,0
49,13.314,0
56,13.405,0
61,25.123,0
67,11.595,0
68,11.731,0
74,11.232,0
79,12.768,0
85,12.676,0
91,14.930,0
94,13.948,0
98,14.076,0
99,13.408,0
100,12.731,0
104,13.971,0
105,13.427,0
110,13.929,0
114,14.325,0
115,13.635,0
117,13.683,0
118,12.787,0
125,13.822,0
129,14.406,0
130,13.627,0
133,12.102,0
138,13.597,0
143,13.504,0
144,12.836,0
145,12.409,0
147,12.318,0
153,11.788,0
156,12.738,0
162,12.957,0
167,12.294,0
172,13.695,0
177,14.059,0
178,13.684,0
179,13.240,0
183,12.233,0
190,12.959,0
195,12.386,0
198,12.134,0
200,10.782,0
203,11.020,0
204,10.596,0
205,11.092,0
213,13.624,0
216,13.316,0
218,12.814,0
223,12.447,0
229,11.875,0
230,11.372,0
235,12.506,0
240,12.862,0
242,12.197,0
243,12.435,0
249,13.481,0
253,13.781,0
258,12.150,0
261,12.864,0
266,13.623,0
270,12.949,0
277,13.619,0
284,13.344,0
289,13.195,0
292,13.058,0
299,15.260,0
304,13.678,0
310,13.049,0
312,11.807,0
317,13.057,0
324,13.475,0
327,13.579,0
335,12.766,0
339,12.495,0
344,12.422,0
350,13.666,0
352,12.797,0
355,13.793,0
360,13.760,0
365,13.784,0
369,13.431,0
373,12.583,0
379,13.677,0
386,14.290,0
390,14.745,0
394,13.808,0
399,13.506,0
404,13.028,0
410,14.153,0
415,14.113,0
420,12.741,0
424,13.841,0
426,12.288,0
428,12.332,0
430,12.600,0
431,12.102,0
435,13.742,0
436,13.284,0
438,12.794,0
441,13.674,0
444,12.409,0
445,11.716,0
448,12.897,0
