seq_len,total,ratio
11,11,0.000
14,26,42.308
18,34,47.059
22,50,56.000
24,51,47.059
30,51,41.176
40,56,28.571
43,67,32.836
46,71,32.394
51,69,26.087
57,70,17.143
64,77,14.286
70,83,15.663
72,84,10.714
77,92,16.304
82,93,11.828
87,97,10.309
91,106,14.151
95,113,15.044
100,118,15.254
105,122,13.934
106,128,14.062
108,124,8.065
115,130,11.538
119,148,18.919
127,143,11.189
130,150,12.000
131,151,9.272
137,154,9.740
139,152,6.579
142,155,6.452
150,160,6.250
155,176,11.364
157,183,12.022
159,178,9.551
160,181,9.392
165,177,5.650
167,183,7.650
171,186,8.065
175,187,6.417
179,191,5.759
181,198,7.071
187,196,4.592
189,206,6.796
194,203,4.433
199,214,5.607
202,219,6.393
204,219,5.936
205,218,4.128
210,218,3.211
216,227,3.524
221,232,4.310
229,236,2.966
231,250,6.000
237,250,5.200
238,262,7.634
242,262,6.870
250,270,7.407
256,278,7.914
259,284,8.099
260,285,7.719
266,279,4.659
268,285,3.509
274,284,3.521
280,292,4.110
283,299,4.682
287,302,4.967
290,316,7.911
292,308,3.896
294,318,6.289
299,315,5.079
305,322,5.280
306,331,6.042
313,330,5.152
315,336,3.869
316,331,3.323
321,336,4.464
325,349,6.590
329,352,5.682
335,346,3.179
340,361,5.817
345,362,4.696
351,374,6.150
356,385,7.273
360,384,5.469
366,390,5.897
369,387,3.618
376,388,3.093
377,395,3.797
382,401,4.738
389,401,0.998
395,405,1.728
399,418,3.589
403,417,3.357
407,431,5.104
411,419,1.909
418,430,2.791
422,439,2.506
431,442,2.489
435,458,5.022
439,465,5.376
443,476,6.723
444,471,4.459
447,475,5.263
449,475,4.632
452,477,4.612
459,481,4.574
465,485,2.887
467,492,4.268
470,491,3.870
478,492,2.846
483,499,3.206
485,507,3.550
491,504,2.579
492,510,2.157
493,514,2.918
498,514,3.113
504,515,2.136
508,521,2.495
513,536,4.291
seq_len,total,ratio
11,11,0.000
15,21,28.571
20,36,44.444
24,37,32.432
29,46,36.957
30,52,34.615
37,48,22.917
46,60,23.333
50,72,30.556
51,81,32.099
53,81,29.630
57,88,35.227
60,92,31.522
63,92,29.348
65,90,23.333
72,88,18.182
76,99,22.222
81,104,22.115
83,104,16.346
91,108,15.741
95,119,19.328
100,126,20.635
104,140,25.000
108,134,19.403
110,145,22.759
111,141,19.149
117,150,22.000
122,159,22.642
125,165,23.636
127,171,23.977
130,161,18.634
135,165,18.182
139,177,20.904
145,176,15.909
150,177,15.254
154,189,18.519
155,189,14.815
161,189,14.815
167,200,16.500
172,208,16.346
179,215,16.744
180,215,14.884
186,222,16.216
189,224,14.286
195,227,14.097
201,237,15.190
208,245,15.102
213,256,16.797
217,272,19.485
220,271,17.712
226,263,14.068
231,270,14.444
238,271,12.177
242,276,11.957
249,279,10.753
251,284,10.563
254,288,11.111
258,292,11.301
263,292,9.932
266,301,10.963
267,293,7.509
270,293,7.167
274,305,10.164
279,305,7.541
286,309,7.443
289,317,8.202
295,316,6.646
297,324,6.790
301,328,7.622
308,326,5.521
318,335,5.075
321,341,3.812
323,344,5.523
324,349,6.017
326,345,4.638
329,349,4.871
332,347,1.153
336,349,3.152
340,357,4.762
345,365,5.479
346,366,3.279
353,368,4.076
360,375,4.000
363,382,3.665
367,381,2.625
370,388,4.124
376,388,2.835
385,398,3.266
389,408,4.657
390,409,3.667
393,419,5.728
397,419,5.012
