11,15.306,0
13,15.010,0
17,16.423,0
21,8.592,0
26,8.722,0
31,8.280,0
35,8.221,0
38,17.194,0
41,8.495,0
46,17.555,0
48,8.733,0
54,8.515,0
57,9.477,0
58,8.642,0
63,8.567,0
68,8.929,0
75,8.578,0
79,8.939,0
82,8.631,0
85,8.667,0
89,8.837,0
96,8.867,0
101,9.066,0
105,9.046,0
109,9.020,0
114,8.622,0
120,8.950,0
121,8.688,0
126,8.973,0
127,8.983,0
135,9.735,0
140,8.976,0
145,8.945,0
148,8.978,0
152,8.634,0
157,8.695,0
161,9.038,0
165,8.756,0
170,8.776,0
175,8.796,0
180,8.743,0
185,8.784,0
190,8.960,0
191,8.668,0
195,10.722,0
199,9.042,0
207,8.959,0
209,8.742,0
215,8.825,0
219,8.981,0
223,8.515,0
238,8.894,0
241,9.307,0
258,8.946,0
273,9.028,0
284,8.958,0
287,8.646,0
304,8.656,0
305,8.982,0
313,8.700,0
330,8.750,0
345,8.965,0
356,8.761,0
373,10.272,0
381,8.756,0
383,8.751,0
394,8.874,0
411,8.652,0
418,8.894,0
435,8.718,0
452,9.022,0
462,8.767,0
479,8.992,0
488,8.718,0
498,9.672,0
502,8.760,0
11,15.542,0
13,15.127,0
17,17.452,0
18,8.801,0
24,8.994,0
28,8.500,0
34,8.566,0
38,8.872,0
43,8.938,0
46,8.643,0
48,8.658,0
53,9.542,0
59,8.784,0
63,8.633,0
66,8.622,0
70,8.792,0
73,8.899,0
79,8.951,0
85,9.795,0
87,8.789,0
89,8.928,0
94,8.634,0
98,8.850,0
101,8.724,0
105,8.953,0
110,9.873,0
116,8.866,0
118,8.717,0
120,9.032,0
124,8.656,0
128,8.706,0
132,8.645,0
136,8.830,0
142,8.900,0
146,8.933,0
150,9.009,0
153,9.103,0
158,8.681,0
161,9.024,0
162,8.767,0
166,8.747,0
169,8.809,0
173,8.904,0
180,8.950,0
185,9.003,0
188,8.979,0
190,8.683,0
193,8.615,0
197,9.040,0
199,8.680,0
201,9.394,0
207,9.858,0
212,8.975,0
220,8.666,0
224,9.041,0
229,8.990,0
235,8.755,0
240,9.132,0
244,9.078,0
248,9.166,0
254,9.163,0
259,8.858,0
263,8.901,0
265,8.817,0
269,9.044,0
275,9.145,0
276,8.807,0
280,8.740,0
285,9.002,0
288,9.115,0
293,8.846,0
297,9.133,0
299,9.115,0
300,8.816,0
305,9.182,0
306,8.913,0
307,8.839,0
308,8.805,0
309,8.900,0
314,8.786,0
316,8.866,0
322,9.174,0
327,8.846,0
332,8.892,0
333,8.772,0
336,8.812,0
342,9.044,0
343,8.903,0
345,8.748,0
349,9.182,0
352,9.203,0
354,8.891,0
356,8.871,0
359,8.829,0
362,8.791,0
367,8.834,0
371,11.086,0
376,9.353,0
378,9.167,0
384,8.902,0
386,8.900,0
393,8.818,0
397,9.080,0
400,9.157,0
407,8.808,0
414,9.081,0
422,8.828,0
426,9.140,0
433,9.126,0
437,8.871,0
441,9.179,0
446,9.139,0
450,8.795,0
458,8.881,0
464,8.953,0
470,9.853,0
471,9.903,0
