seq_len,total,ratio
11,11,0.000
13,13,0.000
14,14,0.000
19,27,29.630
20,27,25.926
26,27,3.704
31,42,26.190
37,48,22.917
41,48,14.583
42,48,12.500
44,48,8.333
50,58,13.793
54,61,11.475
55,61,9.836
59,61,3.279
62,64,3.125
66,84,21.429
67,84,20.238
70,84,16.667
74,87,14.943
75,87,13.793
78,87,10.345
83,87,4.598
86,90,4.444
89,103,13.592
92,103,10.680
96,114,15.789
100,114,12.281
101,114,11.404
103,114,9.649
108,122,11.475
114,131,12.977
117,131,10.687
122,132,7.576
125,143,12.587
127,143,11.189
134,151,11.258
139,151,7.947
141,151,6.623
seq_len,total,ratio
11,11,0.000
15,15,0.000
19,32,40.625
26,32,18.750
27,32,15.625
30,32,6.250
35,51,31.373
40,51,21.569
44,51,13.725
50,67,25.373
55,67,17.910
57,67,14.925
62,67,7.463
64,67,4.478
65,68,4.412
66,69,4.348
70,84,16.667
74,89,16.854
79,89,11.236
80,89,10.112
82,94,12.766
86,101,14.851
91,102,10.784
93,102,8.824
96,102,5.882
101,111,9.009
107,128,16.406
110,128,14.062
112,128,12.500
114,128,10.938
121,135,10.370
128,147,12.925
130,147,11.565
137,155,11.613
138,155,10.968
139,155,10.323
145,156,7.051
151,159,5.031
155,167,7.186
162,173,6.358
166,177,6.215
169,178,5.056
174,183,4.918
179,188,4.787
185,194,4.639
191,210,9.048
198,210,5.714
200,210,4.762
204,218,6.422
205,218,5.963
211,221,4.525
216,240,10.000
221,240,7.917
225,241,6.639
227,242,6.198
232,246,5.691
233,246,5.285
239,252,5.159
241,254,5.118
248,273,9.158
258,278,7.194
259,278,6.835
265,278,4.676
267,280,4.643
270,294,8.163
275,294,6.463
280,306,8.497
287,306,6.209
293,306,4.248
297,310,4.194
303,326,7.055
306,326,6.135
312,326,4.294
320,334,4.192
326,345,5.507
329,349,5.731
334,362,7.735
336,362,7.182
343,364,5.769
344,364,5.495
348,364,4.396
353,386,8.549
354,386,8.290
362,386,6.218
365,386,5.440
369,392,5.867
375,402,6.716
380,404,5.941
382,404,5.446
389,411,5.353
391,413,5.327
