seq_len,total,ratio
97,97,0.000
103,114,9.649
106,123,12.195
111,131,15.267
116,138,15.942
121,150,19.333
128,153,16.340
133,159,16.352
137,167,16.766
142,174,18.391
146,175,16.571
151,186,18.280
155,187,17.112
160,197,18.782
164,198,17.172
169,198,13.636
172,205,15.122
177,199,11.055
179,200,9.000
181,206,11.165
186,209,11.005
190,211,9.953
196,213,7.042
200,221,9.050
204,221,7.692
205,230,9.130
207,227,7.489
213,229,6.987
215,238,8.824
219,237,7.595
223,240,6.667
226,248,8.065
232,243,4.527
238,256,7.031
244,259,5.019
250,262,4.580
252,275,6.909
259,275,5.455
266,276,2.536
272,287,5.226
278,300,7.333
286,302,5.298
292,318,8.176
296,320,6.875
300,321,6.231
303,319,4.075
304,319,3.762
307,334,7.485
311,325,4.000
316,334,5.389
320,341,4.985
322,341,4.692
323,343,4.665
327,347,5.187
335,341,1.760
336,353,3.683
339,355,4.225
344,363,5.234
346,367,4.632
347,370,5.135
352,368,3.261
356,376,5.053
360,369,1.897
362,377,2.387
366,379,2.902
368,389,4.370
373,386,3.368
378,393,3.817
379,394,2.792
382,407,5.651
386,404,4.455
390,405,3.704
395,412,3.641
401,417,3.837
405,429,5.594
411,435,5.517
415,450,7.778
416,451,6.652
417,450,6.444
420,455,7.473
424,464,8.621
426,474,9.283
430,480,10.208
438,476,7.983
442,476,6.513
444,476,5.882
445,476,5.462
451,476,5.042
455,485,6.186
457,485,3.505
460,494,6.478
462,485,3.711
467,488,3.689
473,488,3.074
478,496,3.629
483,497,2.616
490,507,3.353
499,509,1.965
503,517,1.741
510,516,1.163
519,530,1.887
523,535,1.869
528,538,1.301
531,549,2.914
537,549,2.186
543,555,2.162
548,567,3.351
558,571,2.277
566,572,1.049
572,583,1.201
576,595,2.521
578,593,2.024
580,598,2.341
581,596,1.510
582,594,1.347
584,601,1.830
586,603,1.658
596,603,1.161
602,616,2.273
606,622,2.572
609,631,3.170
615,629,2.067
620,635,2.205
627,648,3.241
630,651,2.919
635,662,4.079
639,662,3.474
645,671,3.726
646,681,4.552
650,678,4.130
655,692,5.347
660,692,4.480
662,698,4.728
667,698,3.868
672,693,3.030
675,697,3.013
681,703,3.129
692,706,1.983
697,712,2.107
699,723,2.905
703,718,1.950
708,722,1.801
711,731,2.189
714,726,1.240
717,730,1.507
723,731,1.094
728,747,2.544
733,755,2.914
737,757,2.246
743,770,3.506
747,771,2.853
754,776,2.835
756,781,2.433
764,777,1.673
769,788,2.284
776,788,1.523
780,802,2.618
782,809,2.843
790,806,1.985
796,807,1.363
802,818,1.956
