n_past_tgt,decode_time_ms,do_defrag
97,15.972,0
103,16.151,0
107,17.083,0
113,8.749,0
116,8.565,0
120,8.500,0
131,8.457,0
136,8.546,0
138,8.408,0
144,8.396,0
149,8.486,0
153,8.580,0
156,8.488,0
161,8.608,0
165,8.544,0
168,8.569,0
172,8.698,0
174,8.459,0
179,8.465,0
185,17.186,0
189,8.658,0
197,8.685,0
202,8.611,0
203,8.689,0
204,8.550,0
208,8.685,0
215,8.730,0
220,8.613,0
223,9.202,0
225,8.702,0
230,8.616,0
233,8.581,0
237,8.752,0
242,8.675,0
246,8.619,0
251,8.618,0
254,8.586,0
257,8.760,0
260,8.488,0
262,8.854,0
266,8.713,0
272,8.751,0
277,8.835,0
282,8.693,0
285,8.827,0
288,8.704,0
295,8.668,0
300,8.723,0
304,8.733,0
306,8.705,0
311,8.635,0
315,8.717,0
316,8.830,0
325,8.713,0
326,8.660,0
328,8.843,0
329,8.712,0
333,8.750,0
336,8.715,0
340,8.775,0
344,8.707,0
348,8.749,0
350,8.594,0
354,8.767,0
359,8.717,0
364,8.834,0
369,9.328,0
373,8.761,0
377,8.770,0
381,8.742,0
383,8.875,0
386,8.788,0
389,8.844,0
395,8.785,0
398,8.832,0
406,8.745,0
407,8.931,0
412,8.878,0
415,8.758,0
419,8.852,0
420,8.764,0
424,8.813,0
428,8.881,0
432,8.809,0
433,8.821,0
436,8.707,0
440,8.835,0
441,9.140,0
445,8.941,0
447,9.005,0
452,9.903,0
455,8.934,0
457,8.942,0
460,8.785,0
462,9.521,0
463,8.898,0
466,8.901,0
473,8.821,0
483,8.896,0
485,8.958,0
491,8.845,0
492,8.936,0
498,8.950,0
503,8.880,0
509,8.903,0
514,8.901,0
515,8.900,0
522,8.928,0
527,8.929,0
531,8.911,0
533,9.438,0
539,8.833,0
543,8.997,0
545,8.775,0
549,8.807,0
552,8.958,0
556,8.887,0
562,9.009,0
565,8.888,0
567,8.791,0
571,8.876,0
573,8.798,0
583,8.838,0
587,9.051,0
593,9.077,0
595,8.997,0
598,8.893,0
599,8.878,0
602,8.896,0
606,8.820,0
609,8.921,0
612,8.859,0
615,8.890,0
617,8.902,0
621,8.802,0
626,9.038,0
632,9.060,0
635,8.906,0
638,9.034,0
641,9.011,0
649,8.860,0
652,8.950,0
655,8.867,0
659,9.091,0
660,8.993,0
666,8.888,0
671,9.045,0
675,9.115,0
677,8.959,0
678,8.923,0
679,8.979,0
682,8.782,0
696,8.768,0
710,8.899,0
727,8.906,0
730,8.829,0
735,8.926,0
750,9.039,0
767,8.841,0
781,8.985,0
793,8.940,0
