n_past_tgt,decode_time_ms,do_defrag
97,17.848,0
100,8.818,0
103,8.717,0
106,8.406,0
110,8.503,0
111,8.628,0
117,8.642,0
119,8.591,0
123,8.448,0
128,8.378,0
131,11.877,0
139,8.802,0
145,8.579,0
146,8.737,0
151,8.896,0
156,8.545,0
157,8.491,0
164,8.598,0
171,8.510,0
175,8.552,0
183,8.660,0
188,8.904,0
192,8.510,0
199,8.631,0
200,8.671,0
203,8.673,0
208,8.544,0
212,8.468,0
217,8.489,0
221,8.563,0
225,8.543,0
226,8.608,0
230,8.564,0
234,8.821,0
237,8.566,0
240,8.561,0
244,8.775,0
250,8.615,0
251,8.513,0
257,8.511,0
260,8.613,0
261,8.602,0
263,8.667,0
271,8.645,0
272,8.673,0
276,8.766,0
284,9.250,0
285,8.698,0
292,8.700,0
297,8.793,0
298,8.793,0
303,8.818,0
308,8.819,0
312,8.674,0
315,8.744,0
316,8.691,0
320,8.828,0
326,8.825,0
327,8.678,0
332,8.633,0
336,8.625,0
341,8.689,0
344,8.621,0
346,8.551,0
350,8.686,0
352,8.791,0
354,8.668,0
359,8.759,0
363,8.763,0
371,8.819,0
382,8.733,0
387,8.681,0
392,8.867,0
396,8.785,0
398,8.902,0
399,8.791,0
401,8.788,0
403,8.827,0
410,8.731,0
416,8.839,0
420,8.697,0
426,8.753,0
428,8.818,0
432,8.746,0
440,8.891,0
447,8.845,0
451,9.288,0
459,8.783,0
463,8.822,0
469,8.878,0
472,8.873,0
473,8.783,0
477,8.857,0
478,8.728,0
483,8.854,0
487,8.925,0
491,8.865,0
495,8.933,0
497,8.894,0
498,8.769,0
503,8.688,0
508,8.924,0
511,8.736,0
516,8.812,0
521,9.002,0
524,8.808,0
528,8.832,0
532,8.885,0
538,8.976,0
544,8.752,0
548,8.967,0
553,8.867,0
556,8.874,0
557,8.936,0
564,8.759,0
565,8.946,0
568,8.824,0
570,9.371,0
573,8.855,0
576,8.995,0
578,8.983,0
582,8.786,0
586,8.857,0
591,8.970,0
599,8.870,0
608,8.897,0
612,8.962,0
618,8.784,0
627,8.927,0
633,9.051,0
635,8.970,0
637,9.734,0
641,9.140,0
646,8.906,0
650,9.069,0
654,8.873,0
660,8.866,0
662,8.869,0
679,8.786,0
696,8.847,0
711,9.020,0
716,8.738,0
721,8.926,0
727,8.952,0
728,8.967,0
734,8.896,0
751,8.844,0
768,9.579,0
785,8.905,0
792,9.102,0
