seq_len,total,ratio
97,97,0.000
100,111,9.009
104,116,10.345
105,125,13.600
109,130,16.154
111,133,14.286
114,142,18.310
118,140,15.714
120,155,21.290
126,151,16.556
133,154,13.636
142,156,8.974
146,170,13.529
156,177,11.864
158,186,13.441
164,178,7.865
169,187,9.091
173,189,7.937
178,200,11.000
183,205,10.732
190,214,11.215
194,216,9.259
198,226,12.389
201,226,10.619
204,227,8.811
209,226,7.080
214,234,8.547
218,245,10.612
223,249,10.442
227,252,9.921
232,260,10.769
234,267,11.236
238,265,10.189
244,272,10.294
247,275,9.455
249,273,8.059
252,278,8.273
255,281,8.541
257,280,6.786
259,286,8.042
265,284,6.690
266,285,5.263
270,290,6.552
275,296,7.095
280,298,6.040
287,307,6.515
289,307,4.560
294,310,5.161
299,318,5.975
301,321,4.984
309,325,4.923
314,333,5.706
319,337,5.341
323,349,7.450
325,358,8.380
329,352,5.682
336,350,4.000
340,361,5.540
344,363,5.234
345,370,5.946
350,377,7.162
356,378,5.820
357,379,4.749
365,378,3.175
377,382,0.785
385,395,2.532
389,396,1.768
393,413,4.600
395,411,3.163
401,415,3.373
406,425,4.471
411,435,5.517
412,444,6.306
415,445,6.517
416,445,5.618
420,444,5.405
425,446,4.709
427,453,5.077
430,467,7.709
433,468,7.051
440,465,5.376
446,468,4.701
451,481,6.237
456,483,4.969
459,492,6.301
462,491,5.499
463,490,4.286
465,481,0.208
467,488,3.074
468,487,3.080
471,491,3.259
475,495,3.636
477,501,4.192
482,503,3.976
486,509,4.519
487,510,3.725
492,509,3.340
494,520,4.615
498,519,4.046
502,531,5.273
507,526,3.612
511,534,3.933
514,538,4.275
515,537,3.538
521,536,2.799
523,550,4.182
528,540,2.222
534,551,3.085
535,560,3.571
537,559,3.220
541,561,3.565
543,562,2.847
546,568,3.345
551,563,0.000
554,570,2.281
562,569,1.230
565,584,2.911
567,587,3.066
571,585,2.393
574,588,1.871
580,599,2.838
584,596,1.846
590,601,1.664
595,604,1.490
599,615,2.602
603,621,2.899
607,627,2.871
610,635,3.622
618,632,2.215
619,640,2.656
623,639,2.504
627,653,3.982
633,655,3.359
639,666,4.054
644,666,2.853
645,666,0.751
649,667,2.249
658,673,2.229
660,684,2.924
664,690,3.623
667,691,3.329
671,693,3.175
673,704,3.977
675,703,3.556
677,707,3.960
680,703,2.845
681,707,3.112
683,706,2.550
685,710,3.099
691,704,1.847
698,715,2.378
701,718,2.089
706,725,2.621
711,731,2.599
718,731,1.778
724,742,2.426
731,746,2.011
735,756,2.778
739,761,2.760
745,767,2.868
756,774,2.326
763,784,2.679
769,794,3.023
775,802,3.367
781,804,2.736
783,807,2.230
786,802,1.496
792,804,1.493
793,813,1.599
797,811,1.480
