n_past_tgt,decode_time_ms,do_defrag
97,15.524,0
103,10.497,0
107,18.102,0
111,24.818,0
112,11.721,0
115,10.757,0
116,10.269,0
119,11.669,0
120,10.773,0
125,10.528,0
129,9.558,0
133,8.795,0
135,9.620,0
141,12.251,0
145,11.421,0
147,10.766,0
153,11.624,0
156,10.089,0
160,11.509,0
164,11.461,0
171,11.107,0
174,11.972,0
177,10.608,0
180,10.373,0
183,10.756,0
186,9.620,0
192,10.227,0
197,10.730,0
198,10.716,0
203,11.943,0
208,11.571,0
209,10.783,0
214,11.536,0
222,10.147,0
229,11.033,0
235,10.365,0
239,12.208,0
246,11.633,0
251,12.948,0
256,12.004,0
259,11.667,0
264,12.034,0
267,10.842,0
269,10.302,0
271,10.363,0
274,9.670,0
283,10.959,0
288,10.417,0
292,10.767,0
303,10.921,0
312,12.212,0
314,11.519,0
320,11.676,0
325,12.828,0
326,11.865,0
330,11.691,0
334,12.078,0
339,11.591,0
344,11.666,0
348,11.186,0
357,12.027,0
362,12.785,0
366,12.213,0
373,12.807,0
377,13.744,0
380,11.523,0
384,13.240,0
397,10.402,0
400,10.092,0
404,9.736,0
409,11.867,0
414,12.817,0
418,12.784,0
425,12.811,0
429,10.765,0
432,10.631,0
438,11.722,0
444,10.716,0
447,10.344,0
451,10.255,0
453,8.819,0
457,10.806,0
461,11.549,0
472,13.123,0
476,10.283,0
478,10.945,0
481,10.377,0
484,9.744,0
486,9.498,0
491,11.042,0
493,12.048,0
495,10.922,0
496,10.413,0
502,9.827,0
505,10.483,0
510,9.726,0
513,8.852,0
519,10.734,0
521,9.587,0
526,9.731,0
531,10.842,0
533,10.275,0
537,10.494,0
540,10.810,0
542,10.945,0
546,10.722,0
547,10.384,0
553,10.061,0
557,11.004,0
559,10.401,0
564,11.844,0
568,11.019,0
573,10.630,0
580,10.648,0
581,10.466,0
584,10.389,0
589,11.883,0
590,10.999,0
595,13.063,0
598,12.193,0
602,11.737,0
607,10.883,0
610,10.519,0
613,10.125,0
618,12.293,0
625,10.464,0
630,11.954,0
636,12.587,0
644,11.777,0
650,11.765,0
651,11.630,0
656,12.934,0
661,12.142,0
665,10.373,0
668,11.846,0
671,10.369,0
675,10.926,0
680,11.042,0
686,10.621,0
691,10.259,0
696,12.448,0
698,10.934,0
701,10.544,0
704,10.110,0
709,12.370,0
716,11.628,0
721,12.428,0
728,12.396,0
733,13.041,0
738,13.022,0
739,12.254,0
744,11.871,0
759,8.965,0
772,10.580,0
779,11.007,0
784,11.838,0
788,12.273,0
792,11.784,0
796,11.942,0
